	Open	High	Low	Close	Volume	TradingDate	Code
0	41950.0	41950.0	41950.0	41950.0	2200	2023-02-09 02:15:00	CMG
1	41950.0	41950.0	41950.0	41950.0	0	2023-02-09 02:30:00	CMG
2	42000.0	42400.0	42000.0	42400.0	3000	2023-02-09 02:45:00	CMG
3	41950.0	42000.0	41950.0	42000.0	2100	2023-02-09 03:00:00	CMG
4	42000.0	42000.0	42000.0	42000.0	500	2023-02-09 03:15:00	CMG
5	41950.0	41950.0	41950.0	41950.0	100	2023-02-09 03:30:00	CMG
6	41950.0	41950.0	41950.0	41950.0	0	2023-02-09 03:45:00	CMG
7	41950.0	41950.0	41950.0	41950.0	0	2023-02-09 04:00:00	CMG
8	41950.0	41950.0	41950.0	41950.0	0	2023-02-09 04:15:00	CMG
9	41950.0	41950.0	41950.0	41950.0	0	2023-02-09 04:30:00	CMG
10	41800.0	41950.0	41800.0	41950.0	1400	2023-02-09 06:00:00	CMG
11	41950.0	41950.0	41950.0	41950.0	0	2023-02-09 06:15:00	CMG
12	41950.0	41950.0	41950.0	41950.0	0	2023-02-09 06:30:00	CMG
13	41900.0	41900.0	41900.0	41900.0	500	2023-02-09 06:45:00	CMG
14	41800.0	41950.0	41800.0	41800.0	800	2023-02-09 07:00:00	CMG
15	41800.0	41800.0	41700.0	41700.0	200	2023-02-09 07:15:00	CMG
16	41700.0	41700.0	41700.0	41700.0	0	2023-02-09 07:30:00	CMG
17	41950.0	41950.0	41950.0	41950.0	3000	2023-02-09 07:45:00	CMG
18	41950.0	41950.0	41950.0	41950.0	0	2023-02-09 08:00:00	CMG
19	40450.0	40450.0	40450.0	40450.0	0	2023-02-10 04:00:00	CMG
20	40550.0	40550.0	40450.0	40450.0	3200	2023-02-10 04:15:00	CMG
21	40450.0	40450.0	40450.0	40450.0	0	2023-02-10 04:30:00	CMG
22	40450.0	40450.0	40450.0	40450.0	0	2023-02-10 06:00:00	CMG
23	40550.0	40550.0	40200.0	40200.0	2800	2023-02-10 06:15:00	CMG
24	41150.0	41150.0	41150.0	41150.0	100	2023-02-10 06:30:00	CMG
25	40300.0	40300.0	40300.0	40300.0	100	2023-02-10 06:45:00	CMG
26	41150.0	41150.0	41150.0	41150.0	100	2023-02-10 07:00:00	CMG
27	41100.0	41100.0	41100.0	41100.0	500	2023-02-10 07:15:00	CMG
