	Open	High	Low	Close	Volume	TradingDate	Code
0	18400.0	18550.0	18350.0	18450.0	221900	2023-02-09 02:15:00	MBB
1	18450.0	18500.0	18350.0	18400.0	374800	2023-02-09 02:30:00	MBB
2	18400.0	18450.0	18350.0	18450.0	188000	2023-02-09 02:45:00	MBB
3	18450.0	18450.0	18400.0	18400.0	188700	2023-02-09 03:00:00	MBB
4	18400.0	18500.0	18400.0	18500.0	153400	2023-02-09 03:15:00	MBB
5	18450.0	18500.0	18400.0	18500.0	190200	2023-02-09 03:30:00	MBB
6	18500.0	18550.0	18400.0	18500.0	401900	2023-02-09 03:45:00	MBB
7	18500.0	18500.0	18400.0	18450.0	184500	2023-02-09 04:00:00	MBB
8	18500.0	18500.0	18350.0	18400.0	378900	2023-02-09 04:15:00	MBB
9	18400.0	18400.0	18350.0	18350.0	600	2023-02-09 04:30:00	MBB
10	18400.0	18450.0	18350.0	18450.0	406100	2023-02-09 06:00:00	MBB
11	18450.0	18650.0	18400.0	18600.0	985800	2023-02-09 06:15:00	MBB
12	18550.0	18600.0	18500.0	18550.0	516100	2023-02-09 06:30:00	MBB
13	18550.0	18700.0	18550.0	18650.0	618500	2023-02-09 06:45:00	MBB
14	18650.0	18700.0	18550.0	18600.0	356600	2023-02-09 07:00:00	MBB
15	18600.0	18700.0	18500.0	18500.0	713200	2023-02-09 07:15:00	MBB
16	18500.0	18500.0	18500.0	18500.0	500	2023-02-09 07:30:00	MBB
17	18450.0	18450.0	18450.0	18450.0	453100	2023-02-09 07:45:00	MBB
18	18450.0	18450.0	18450.0	18450.0	0	2023-02-09 08:00:00	MBB
19	18400.0	18400.0	18350.0	18350.0	2300	2023-02-10 07:30:00	MBB
20	18300.0	18300.0	18300.0	18300.0	569300	2023-02-10 07:45:00	MBB
21	18300.0	18300.0	18300.0	18300.0	0	2023-02-10 08:00:00	MBB
22	18200.0	18200.0	18000.0	18150.0	964400	2023-02-13 02:15:00	MBB
23	18150.0	18150.0	18050.0	18050.0	358900	2023-02-13 02:30:00	MBB
24	18050.0	18100.0	18000.0	18050.0	1200500	2023-02-13 02:45:00	MBB
25	18050.0	18050.0	17950.0	17950.0	723100	2023-02-13 03:00:00	MBB
26	17900.0	18000.0	17900.0	17950.0	745500	2023-02-13 03:15:00	MBB
27	17950.0	18050.0	17950.0	18000.0	436100	2023-02-13 03:30:00	MBB
28	18050.0	18100.0	18000.0	18000.0	285900	2023-02-13 03:45:00	MBB
29	18000.0	18050.0	17950.0	18000.0	299300	2023-02-13 04:00:00	MBB
30	17950.0	18000.0	17950.0	17950.0	260900	2023-02-13 04:15:00	MBB
31	17950.0	17950.0	17950.0	17950.0	25300	2023-02-13 04:30:00	MBB
32	18000.0	18000.0	17850.0	17900.0	604400	2023-02-13 06:00:00	MBB
33	17900.0	17950.0	17800.0	17800.0	726100	2023-02-13 06:15:00	MBB
34	17800.0	17950.0	17750.0	17950.0	776400	2023-02-13 06:30:00	MBB
35	17950.0	17950.0	17850.0	17900.0	361800	2023-02-13 06:45:00	MBB
36	17900.0	17950.0	17850.0	17950.0	612700	2023-02-13 07:00:00	MBB
37	17950.0	18000.0	17850.0	17850.0	887900	2023-02-13 07:15:00	MBB
38	17850.0	17850.0	17850.0	17850.0	25300	2023-02-13 07:30:00	MBB
39	18000.0	18000.0	18000.0	18000.0	575200	2023-02-13 07:45:00	MBB
40	18000.0	18000.0	18000.0	18000.0	0	2023-02-13 08:00:00	MBB
41	18000.0	18150.0	17950.0	18000.0	433100	2023-02-14 02:15:00	MBB
42	18000.0	18000.0	17800.0	17950.0	308800	2023-02-14 02:30:00	MBB
43	17900.0	17950.0	17800.0	17850.0	464300	2023-02-14 02:45:00	MBB
44	17850.0	18000.0	17800.0	18000.0	454200	2023-02-14 03:00:00	MBB
45	18000.0	18050.0	17950.0	18000.0	454000	2023-02-14 03:15:00	MBB
46	18050.0	18050.0	18000.0	18050.0	440200	2023-02-14 03:30:00	MBB
47	18100.0	18150.0	18050.0	18100.0	346300	2023-02-14 03:45:00	MBB
48	18100.0	18150.0	18050.0	18050.0	308500	2023-02-14 04:00:00	MBB
49	18050.0	18100.0	18050.0	18100.0	227100	2023-02-14 04:15:00	MBB
50	18100.0	18100.0	18050.0	18050.0	1500	2023-02-14 04:30:00	MBB
51	18050.0	18100.0	18000.0	18050.0	237300	2023-02-14 06:00:00	MBB
52	18000.0	18050.0	18000.0	18000.0	569200	2023-02-14 06:15:00	MBB
53	18000.0	18050.0	17900.0	18000.0	584900	2023-02-14 06:30:00	MBB
54	18000.0	18000.0	17900.0	17900.0	356700	2023-02-14 06:45:00	MBB
55	17900.0	18050.0	17850.0	18000.0	417400	2023-02-14 07:00:00	MBB
56	18000.0	18050.0	17900.0	17950.0	507900	2023-02-14 07:15:00	MBB
57	18000.0	18000.0	17950.0	17950.0	12600	2023-02-14 07:30:00	MBB
58	17850.0	17850.0	17850.0	17850.0	472300	2023-02-14 07:45:00	MBB
59	17850.0	17850.0	17850.0	17850.0	0	2023-02-14 08:00:00	MBB
60	17750.0	17950.0	17750.0	17850.0	322100	2023-02-15 02:15:00	MBB
61	17850.0	18150.0	17850.0	18000.0	514300	2023-02-15 02:30:00	MBB
