	Open	High	Low	Close	Volume	TradingDate	Code
0	184350.0	184350.0	182390.0	182770.0	300	2022-11-11 02:00:00	SAB
1	182290.0	182690.0	182290.0	182690.0	4800	2022-11-11 02:30:00	SAB
2	182290.0	182690.0	182190.0	182290.0	13200	2022-11-11 03:00:00	SAB
3	182290.0	183370.0	182290.0	183370.0	22100	2022-11-11 03:30:00	SAB
4	183370.0	184150.0	183370.0	184150.0	8500	2022-11-11 04:00:00	SAB
5	184150.0	184150.0	184150.0	184150.0	0	2022-11-11 04:30:00	SAB
6	183960.0	184830.0	183760.0	184350.0	21100	2022-11-11 06:00:00	SAB
7	184350.0	185430.0	184150.0	185430.0	29800	2022-11-11 06:30:00	SAB
8	185430.0	188180.0	185430.0	185620.0	46600	2022-11-11 07:00:00	SAB
9	184150.0	184150.0	184150.0	184150.0	14300	2022-11-11 07:30:00	SAB
10	184150.0	184150.0	184150.0	184150.0	0	2022-11-11 08:00:00	SAB
11	184150.0	184150.0	178470.0	181210.0	24200	2022-11-14 02:00:00	SAB
12	181310.0	181500.0	179540.0	180530.0	1900	2022-11-14 02:30:00	SAB
13	181400.0	181400.0	180430.0	180630.0	12900	2022-11-14 03:00:00	SAB
14	181310.0	181310.0	180530.0	181310.0	3600	2022-11-14 03:30:00	SAB
15	181310.0	181900.0	180910.0	181900.0	23100	2022-11-14 04:00:00	SAB
16	181900.0	181900.0	181900.0	181900.0	0	2022-11-14 04:30:00	SAB
17	181900.0	181900.0	181110.0	181500.0	22400	2022-11-14 06:00:00	SAB
18	181900.0	187190.0	181500.0	186020.0	34700	2022-11-14 06:30:00	SAB
19	186210.0	192100.0	184550.0	191210.0	108700	2022-11-14 07:00:00	SAB
20	191210.0	191210.0	191210.0	191210.0	8500	2022-11-14 07:30:00	SAB
21	191210.0	191210.0	191210.0	191210.0	0	2022-11-14 08:00:00	SAB
22	191110.0	191110.0	186410.0	187290.0	5300	2022-11-15 02:00:00	SAB
23	187290.0	190140.0	187290.0	187290.0	3200	2022-11-15 02:30:00	SAB
24	187290.0	188760.0	187290.0	187980.0	16100	2022-11-15 03:00:00	SAB
