	Open	High	Low	Close	Volume	TradingDate	Code
0	93500.0	94500.0	93000.0	93300.0	17100	2023-02-09 02:15:00	MSN
1	93300.0	93900.0	93000.0	93900.0	19500	2023-02-09 02:30:00	MSN
2	93500.0	93700.0	93400.0	93400.0	6100	2023-02-09 02:45:00	MSN
3	93400.0	93400.0	93100.0	93200.0	44600	2023-02-09 03:00:00	MSN
4	93300.0	93500.0	93300.0	93500.0	15900	2023-02-09 03:15:00	MSN
5	93600.0	94200.0	93400.0	93500.0	20600	2023-02-09 03:30:00	MSN
6	93500.0	93600.0	93500.0	93600.0	21100	2023-02-09 03:45:00	MSN
7	93600.0	93600.0	93400.0	93400.0	22400	2023-02-09 04:00:00	MSN
8	93500.0	93500.0	93400.0	93500.0	16100	2023-02-09 04:15:00	MSN
9	93500.0	93500.0	93500.0	93500.0	1000	2023-02-09 04:30:00	MSN
10	93500.0	93900.0	93300.0	93300.0	66700	2023-02-09 06:00:00	MSN
11	93200.0	93800.0	93000.0	93000.0	106500	2023-02-09 06:15:00	MSN
12	93100.0	93100.0	92100.0	92300.0	65300	2023-02-09 06:30:00	MSN
13	92300.0	93500.0	92200.0	92600.0	73600	2023-02-09 06:45:00	MSN
14	92600.0	93200.0	92300.0	92900.0	44000	2023-02-09 07:00:00	MSN
15	92500.0	92800.0	92000.0	92000.0	143200	2023-02-09 07:15:00	MSN
16	92000.0	92000.0	92000.0	92000.0	0	2023-02-09 07:30:00	MSN
17	91800.0	91800.0	91800.0	91800.0	89900	2023-02-09 07:45:00	MSN
18	91800.0	91800.0	91800.0	91800.0	0	2023-02-09 08:00:00	MSN
19	89600.0	89700.0	89600.0	89600.0	5600	2023-02-10 07:30:00	MSN
20	91200.0	91200.0	91200.0	91200.0	146900	2023-02-10 07:45:00	MSN
21	91200.0	91200.0	91200.0	91200.0	0	2023-02-10 08:00:00	MSN
22	91200.0	92400.0	91100.0	92000.0	20900	2023-02-13 02:15:00	MSN
23	92000.0	92000.0	91900.0	91900.0	3000	2023-02-13 02:30:00	MSN
24	91900.0	91900.0	91400.0	91900.0	12700	2023-02-13 02:45:00	MSN
25	91900.0	92200.0	91400.0	91800.0	24700	2023-02-13 03:00:00	MSN
26	91800.0	92000.0	91600.0	91700.0	16400	2023-02-13 03:15:00	MSN
27	91700.0	91900.0	91500.0	91900.0	2900	2023-02-13 03:30:00	MSN
28	91800.0	92000.0	91500.0	92000.0	6600	2023-02-13 03:45:00	MSN
29	91700.0	91700.0	91500.0	91500.0	3000	2023-02-13 04:00:00	MSN
30	91700.0	92000.0	91500.0	91800.0	7100	2023-02-13 04:15:00	MSN
31	91800.0	91800.0	91800.0	91800.0	0	2023-02-13 04:30:00	MSN
32	91800.0	91800.0	91200.0	91200.0	29500	2023-02-13 06:00:00	MSN
33	91200.0	91300.0	90100.0	90100.0	16600	2023-02-13 06:15:00	MSN
34	90100.0	91300.0	90100.0	91100.0	16300	2023-02-13 06:30:00	MSN
35	91000.0	91100.0	90200.0	90200.0	19500	2023-02-13 06:45:00	MSN
36	90200.0	90700.0	90100.0	90700.0	28900	2023-02-13 07:00:00	MSN
37	90800.0	92100.0	90600.0	91000.0	111900	2023-02-13 07:15:00	MSN
38	91000.0	91000.0	91000.0	91000.0	0	2023-02-13 07:30:00	MSN
39	92900.0	92900.0	92900.0	92900.0	148600	2023-02-13 07:45:00	MSN
40	92900.0	92900.0	92900.0	92900.0	0	2023-02-13 08:00:00	MSN
41	92900.0	93400.0	92100.0	92300.0	29300	2023-02-14 02:15:00	MSN
42	93000.0	93000.0	92200.0	92300.0	15300	2023-02-14 02:30:00	MSN
43	92800.0	92800.0	92100.0	92700.0	16000	2023-02-14 02:45:00	MSN
44	92700.0	92800.0	92200.0	92800.0	6700	2023-02-14 03:00:00	MSN
45	92800.0	92800.0	92000.0	92100.0	29800	2023-02-14 03:15:00	MSN
46	92100.0	92800.0	92000.0	92500.0	12300	2023-02-14 03:30:00	MSN
47	92100.0	92500.0	91800.0	92500.0	23600	2023-02-14 03:45:00	MSN
48	92500.0	92700.0	92000.0	92200.0	14800	2023-02-14 04:00:00	MSN
49	92500.0	92600.0	92200.0	92600.0	15700	2023-02-14 04:15:00	MSN
50	92600.0	92600.0	92600.0	92600.0	0	2023-02-14 04:30:00	MSN
51	92500.0	92700.0	92300.0	92500.0	19500	2023-02-14 06:00:00	MSN
52	92500.0	92700.0	92300.0	92700.0	17900	2023-02-14 06:15:00	MSN
53	92700.0	92700.0	92400.0	92500.0	22800	2023-02-14 06:30:00	MSN
54	92600.0	92800.0	92300.0	92300.0	30800	2023-02-14 06:45:00	MSN
55	92300.0	92700.0	92200.0	92700.0	19100	2023-02-14 07:00:00	MSN
56	92700.0	92700.0	91600.0	92600.0	34500	2023-02-14 07:15:00	MSN
57	92600.0	92600.0	92600.0	92600.0	0	2023-02-14 07:30:00	MSN
58	92900.0	92900.0	92900.0	92900.0	84600	2023-02-14 07:45:00	MSN
59	92900.0	92900.0	92900.0	92900.0	0	2023-02-14 08:00:00	MSN
60	92000.0	92700.0	92000.0	92000.0	4600	2023-02-15 02:15:00	MSN
61	92000.0	92100.0	92000.0	92100.0	400	2023-02-15 02:30:00	MSN
62	92700.0	92900.0	92600.0	92600.0	12300	2023-02-15 02:45:00	MSN
63	92600.0	92900.0	92300.0	92900.0	23400	2023-02-15 03:00:00	MSN
64	92900.0	93000.0	92600.0	93000.0	46000	2023-02-15 03:15:00	MSN
65	92900.0	93200.0	92800.0	92800.0	54500	2023-02-15 03:30:00	MSN
66	92800.0	92800.0	92000.0	92400.0	44500	2023-02-15 03:45:00	MSN
67	92400.0	92500.0	92400.0	92400.0	3800	2023-02-15 04:00:00	MSN
68	92300.0	92800.0	92300.0	92700.0	30300	2023-02-15 04:15:00	MSN
69	92700.0	92700.0	92700.0	92700.0	0	2023-02-15 04:30:00	MSN
70	92500.0	92800.0	92500.0	92800.0	16200	2023-02-15 06:00:00	MSN
71	92700.0	93100.0	92700.0	93000.0	44400	2023-02-15 06:15:00	MSN
72	93000.0	93000.0	92900.0	93000.0	47700	2023-02-15 06:30:00	MSN
73	92900.0	93300.0	92900.0	92900.0	62400	2023-02-15 06:45:00	MSN
74	92900.0	93000.0	92500.0	92600.0	48800	2023-02-15 07:00:00	MSN
